---------------------------------------------- STRESS TEST PARAMETERS -----------------------------------------------
* Coefficient and boolean parameters
 Policy type                                   : Gaussian
 Do evaluation                                 : True
 Reward discount factor (gamma)                : 0.99
 Target smoothing coefficient (tau)            : 0.005
 Action sampling frequency coefficient (theta) : 1.5
 Maximum action sampling count per episode     : 4
 RL learning rate                              : 0.0003
 SAC's entropy temperature parameters (alpha)  : 0.2
 Do automatic entroypy tuning                  : False

* Neural networks parameters
 Set random seed                               : 25450
 SAC batch size                                : 64
 SAC replay size                               : 1000
 SAC hidden network size                       : 256
 Run training on CUDA                          : False

* Timesteps and episode parameters
 Simulator time step size                      : 0.5
 Maximum steps count over all episodes         : 100000
 Steps count for initial exploration           : 10000
 Steps count for model update                  : 1
 Steps count for target update                 : 1
 Episodes count for evaluation                 : 20
 Episodes count during evaluation              : 20

* Others
 Autopilot LOS's radius of acceptance          : 500
 Autopilot LOS's lookahead distance            : 1000

-------------------------------------------------- TRAINING PHASE ---------------------------------------------------

Episode: 1   , Total numsteps: 7052  , Episode steps: 7052 , Reward: 5186.02 , Status: |Map horizon hit failure|
 || 
_||_
\  /
 \/ 
************************************************* Simulation Step ***************************************************
# Step 0, act: -, - , ter: - , rew: - 
  n_pos: -        | e_pos: -        | head: -      | f_spd: -    | s_spd: -       | e_ct: -       | p_load: -
  n_pos:    55.19 | e_pos:    59.13 | head:   0.83 | f_spd: 6.41 | s_spd: :213.87 | e_ct:  -27.28 | p_load:    0.00
# Step 25, act: 0.39, 6.32, ter: False, rew: 0.63 
  n_pos:    57.26 | e_pos:    61.58 | head:   0.83 | f_spd: 6.38 | s_spd: :207.16 | e_ct:  -28.28 | p_load:    0.00
# Step 26, act: 0.39, 6.32, ter: False, rew: 0.64 
  n_pos:    59.32 | e_pos:    64.02 | head:   0.83 | f_spd: 6.35 | s_spd: :200.76 | e_ct:  -29.25 | p_load:    0.00
# Step 27, act: 0.39, 6.32, ter: False, rew: 0.64 
  n_pos:    61.35 | e_pos:    66.47 | head:   0.84 | f_spd: 6.32 | s_spd: :194.63 | e_ct:  -30.21 | p_load:    0.00
# Step 28, act: 0.39, 6.32, ter: False, rew: 0.65 
  n_pos:    63.36 | e_pos:    68.91 | head:   0.84 | f_spd: 6.29 | s_spd: :188.77 | e_ct:  -31.15 | p_load:    0.00
# Step 29, act: 0.39, 6.32, ter: False, rew: 0.65 
  n_pos:    65.35 | e_pos:    71.35 | head:   0.84 | f_spd: 6.26 | s_spd: :183.17 | e_ct:  -32.07 | p_load:    0.00
# Step 30, act: 0.39, 6.32, ter: False, rew: 0.65 
  n_pos:    67.32 | e_pos:    73.79 | head:   0.85 | f_spd: 6.23 | s_spd: :177.79 | e_ct:  -32.97 | p_load:    0.00
# Step 31, act: 0.39, 6.32, ter: False, rew: 0.66 
  n_pos:    69.26 | e_pos:    76.23 | head:   0.85 | f_spd: 6.20 | s_spd: :172.63 | e_ct:  -33.85 | p_load:    0.00
# Step 32, act: 0.39, 6.32, ter: False, rew: 0.66 
  n_pos:    71.19 | e_pos:    78.67 | head:   0.86 | f_spd: 6.17 | s_spd: :167.69 | e_ct:  -34.71 | p_load:    0.00
# Step 33, act: 0.39, 6.32, ter: False, rew: 0.67 
  n_pos:    73.09 | e_pos:    81.11 | head:   0.86 | f_spd: 6.14 | s_spd: :162.93 | e_ct:  -35.55 | p_load:    0.00
# Step 34, act: 0.39, 6.32, ter: False, rew: 0.68 
  n_pos:    74.97 | e_pos:    83.54 | head:   0.87 | f_spd: 6.11 | s_spd: :158.37 | e_ct:  -36.37 | p_load:    0.00
# Step 35, act: 0.39, 6.32, ter: False, rew: 0.68 
